prob,media
0.0,0.0
0.010101010101010102,26.89
0.020202020202020204,52.74
0.030303030303030304,76.6
0.04040404040404041,99.0
0.05050505050505051,117.55
0.06060606060606061,136.95
0.07070707070707072,156.82
0.08080808080808081,173.42
0.09090909090909091,187.37
0.10101010101010102,200.52
0.11111111111111112,211.57
0.12121212121212122,220.67
0.13131313131313133,232.11
0.14141414141414144,238.04
0.15151515151515152,245.28
0.16161616161616163,246.43
0.17171717171717174,252.56
0.18181818181818182,254.8
0.19191919191919193,254.28
0.20202020202020204,254.94
0.21212121212121213,254.2
0.22222222222222224,251.73
0.23232323232323235,245.02
0.24242424242424243,242.07
0.25252525252525254,235.44
0.26262626262626265,228.08
0.27272727272727276,223.88
0.2828282828282829,213.62
0.29292929292929293,204.28
0.30303030303030304,198.06
0.31313131313131315,184.38
0.32323232323232326,174.48
0.33333333333333337,162.63
0.3434343434343435,153.35
0.3535353535353536,143.67
0.36363636363636365,135.51
0.37373737373737376,122.8
0.38383838383838387,111.22
0.393939393939394,106.01
0.4040404040404041,97.33
0.4141414141414142,88.11
0.42424242424242425,83.34
0.43434343434343436,74.89
0.4444444444444445,68.56
0.4545454545454546,64.02
0.4646464646464647,57.63
0.4747474747474748,51.3
0.48484848484848486,47.38
0.494949494949495,44.09
0.5050505050505051,38.19
0.5151515151515152,35.17
0.5252525252525253,31.54
0.5353535353535354,28.47
0.5454545454545455,26.69
0.5555555555555556,24.17
0.5656565656565657,20.78
0.5757575757575758,19.71
0.5858585858585859,16.53
0.595959595959596,14.96
0.6060606060606061,14.12
0.6161616161616162,11.38
0.6262626262626263,11.08
0.6363636363636365,9.57
0.6464646464646465,9.18
0.6565656565656566,7.63
0.6666666666666667,6.82
0.6767676767676768,6.19
0.686868686868687,5.09
0.696969696969697,4.52
0.7070707070707072,4.12
0.7171717171717172,3.79
0.7272727272727273,3.18
0.7373737373737375,2.91
0.7474747474747475,2.53
0.7575757575757577,2.36
0.7676767676767677,1.96
0.7777777777777778,2.0
0.787878787878788,1.8
0.797979797979798,1.61
0.8080808080808082,1.45
0.8181818181818182,1.39
0.8282828282828284,1.37
0.8383838383838385,1.26
0.8484848484848485,1.17
0.8585858585858587,1.16
0.8686868686868687,1.15
0.8787878787878789,1.09
0.888888888888889,1.02
0.8989898989898991,1.03
0.9090909090909092,1.02
0.9191919191919192,1.01
0.9292929292929294,1.01
0.9393939393939394,1.0
0.9494949494949496,1.0
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
