prob,media
0.0,20.0
0.010101010101010102,19.61
0.020202020202020204,19.27
0.030303030303030304,19.16
0.04040404040404041,18.68
0.05050505050505051,18.34
0.06060606060606061,18.14
0.07070707070707072,17.53
0.08080808080808081,17.38
0.09090909090909091,17.3
0.10101010101010102,16.58
0.11111111111111112,16.61
0.12121212121212122,16.24
0.13131313131313133,15.67
0.14141414141414144,15.78
0.15151515151515152,15.36
0.16161616161616163,14.84
0.17171717171717174,14.6
0.18181818181818182,14.45
0.19191919191919193,14.04
0.20202020202020204,13.61
0.21212121212121213,13.56
0.22222222222222224,13.15
0.23232323232323235,12.58
0.24242424242424243,12.82
0.25252525252525254,11.76
0.26262626262626265,11.46
0.27272727272727276,11.66
0.2828282828282829,11.22
0.29292929292929293,11.23
0.30303030303030304,10.66
0.31313131313131315,10.97
0.32323232323232326,10.39
0.33333333333333337,9.94
0.3434343434343435,10.06
0.3535353535353536,9.75
0.36363636363636365,9.43
0.37373737373737376,9.21
0.38383838383838387,8.36
0.393939393939394,8.29
0.4040404040404041,8.36
0.4141414141414142,7.57
0.42424242424242425,8.09
0.43434343434343436,7.34
0.4444444444444445,7.6
0.4545454545454546,6.98
0.4646464646464647,6.99
0.4747474747474748,6.36
0.48484848484848486,6.39
0.494949494949495,6.31
0.5050505050505051,6.37
0.5151515151515152,5.78
0.5252525252525253,5.38
0.5353535353535354,5.4
0.5454545454545455,5.44
0.5555555555555556,5.58
0.5656565656565657,5.35
0.5757575757575758,4.83
0.5858585858585859,4.58
0.595959595959596,4.3
0.6060606060606061,4.6
0.6161616161616162,3.93
0.6262626262626263,3.94
0.6363636363636365,3.91
0.6464646464646465,3.53
0.6565656565656566,3.69
0.6666666666666667,3.62
0.6767676767676768,3.75
0.686868686868687,2.98
0.696969696969697,3.11
0.7070707070707072,2.83
0.7171717171717172,2.99
0.7272727272727273,3.04
0.7373737373737375,2.49
0.7474747474747475,2.4
0.7575757575757577,2.39
0.7676767676767677,2.63
0.7777777777777778,2.17
0.787878787878788,2.18
0.797979797979798,2.01
0.8080808080808082,1.94
0.8181818181818182,1.95
0.8282828282828284,1.84
0.8383838383838385,1.87
0.8484848484848485,1.74
0.8585858585858587,1.74
0.8686868686868687,1.54
0.8787878787878789,1.42
0.888888888888889,1.53
0.8989898989898991,1.34
0.9090909090909092,1.33
0.9191919191919192,1.32
0.9292929292929294,1.28
0.9393939393939394,1.18
0.9494949494949496,1.17
0.9595959595959597,1.13
0.9696969696969697,1.1
0.9797979797979799,1.05
0.98989898989899,1.02
1.0,1.0
