prob,media
0.0,0.0
0.010101010101010102,11.0
0.020202020202020204,24.3
0.030303030303030304,34.6
0.04040404040404041,46.2
0.05050505050505051,60.1
0.06060606060606061,67.3
0.07070707070707072,74.8
0.08080808080808081,86.0
0.09090909090909091,89.4
0.10101010101010102,96.9
0.11111111111111112,108.3
0.12121212121212122,108.9
0.13131313131313133,111.2
0.14141414141414144,121.6
0.15151515151515152,127.4
0.16161616161616163,124.5
0.17171717171717174,123.7
0.18181818181818182,128.4
0.19191919191919193,125.9
0.20202020202020204,127.0
0.21212121212121213,121.6
0.22222222222222224,117.7
0.23232323232323235,118.2
0.24242424242424243,125.2
0.25252525252525254,119.1
0.26262626262626265,112.8
0.27272727272727276,115.6
0.2828282828282829,111.1
0.29292929292929293,109.4
0.30303030303030304,102.9
0.31313131313131315,97.3
0.32323232323232326,81.6
0.33333333333333337,85.2
0.3434343434343435,80.7
0.3535353535353536,71.2
0.36363636363636365,73.0
0.37373737373737376,68.2
0.38383838383838387,61.6
0.393939393939394,57.1
0.4040404040404041,49.2
0.4141414141414142,45.5
0.42424242424242425,45.6
0.43434343434343436,41.2
0.4444444444444445,32.2
0.4545454545454546,31.5
0.4646464646464647,30.8
0.4747474747474748,28.5
0.48484848484848486,27.0
0.494949494949495,24.4
0.5050505050505051,22.3
0.5151515151515152,19.9
0.5252525252525253,20.9
0.5353535353535354,16.0
0.5454545454545455,15.8
0.5555555555555556,13.3
0.5656565656565657,10.9
0.5757575757575758,9.5
0.5858585858585859,9.6
0.595959595959596,9.6
0.6060606060606061,8.4
0.6161616161616162,7.5
0.6262626262626263,7.4
0.6363636363636365,5.2
0.6464646464646465,5.1
0.6565656565656566,5.4
0.6666666666666667,4.0
0.6767676767676768,5.0
0.686868686868687,2.8
0.696969696969697,2.5
0.7070707070707072,1.8
0.7171717171717172,2.5
0.7272727272727273,2.3
0.7373737373737375,2.0
0.7474747474747475,2.3
0.7575757575757577,1.5
0.7676767676767677,1.3
0.7777777777777778,1.4
0.787878787878788,1.6
0.797979797979798,1.4
0.8080808080808082,1.2
0.8181818181818182,1.3
0.8282828282828284,1.2
0.8383838383838385,1.1
0.8484848484848485,1.1
0.8585858585858587,1.0
0.8686868686868687,1.1
0.8787878787878789,1.0
0.888888888888889,1.0
0.8989898989898991,1.0
0.9090909090909092,1.0
0.9191919191919192,1.0
0.9292929292929294,1.0
0.9393939393939394,1.0
0.9494949494949496,1.0
0.9595959595959597,1.0
0.9696969696969697,1.0
0.9797979797979799,1.0
0.98989898989899,1.0
1.0,1.0
